Ma_SV,Ma_Hoc_Phan,Ten_Mon,So_Tin_Chi,Diem_So,Ky_Hoc,XepLoai,KetQua
A50018,CS121,Lập trình cơ sở 1,3,6.4,2,C,Đạt
A50018,MA120,Đại số tuyến tính,3,8.6,2,A,Đạt
A50018,GE112,Tiếng Anh sơ cấp 2,2,4.3,2,D,Đạt
A50018,ML114,Kinh tế chính trị Mác - Lênin,2,5.7,2,C,Đạt
A50018,CS212,Kiến trúc máy tính,3,6.8,2,C,Đạt
A50018,CS123,Lập trình cơ sở 2,2,6.2,3,C,Đạt
A50018,MA110,Giải tích 1,3,8.2,3,B,Đạt
A50018,MI201,Toán rời rạc,3,7.8,3,B,Đạt
A50018,GE121,Tiếng Anh sơ trung cấp 1,2,7.0,3,B,Đạt
A50018,ML115,Chủ nghĩa xã hội khoa học,2,8.1,3,B,Đạt
A50018,NA151,Khoa học môi trường,2,7.4,3,B,Đạt
A50018,CS122,Lập trình hướng đối tượng,3,4.9,4,D,Đạt
A50018,ML202,Tư tưởng Hồ Chí Minh,2,7.7,4,B,Đạt
A50018,GE222,Tiếng Anh sơ trung cấp 2,2,8.9,4,A,Đạt
A50018,MA239,Xác suất thống kê,3,6.6,4,C,Đạt
A50018,IS224,Lập trình khoa học dữ liệu,3,7.4,4,B,Đạt
A50018,AI130,Trí tuệ nhân tạo,3,6.4,4,C,Đạt
A50019,CS100,Tin học đại cương,2,7.0,1,B,Đạt
A50019,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.2,1,B,Đạt
A50019,SH131,Pháp luật đại cương,2,8.1,1,B,Đạt
A50019,ML113,Triết học Mác - Lênin,3,8.8,1,A,Đạt
A50019,GE111,Tiếng Anh sơ cấp 1,2,6.4,1,C,Đạt
A50019,CS121,Lập trình cơ sở 1,3,6.5,2,C,Đạt
A50019,MA120,Đại số tuyến tính,3,8.5,2,A,Đạt
A50019,GE112,Tiếng Anh sơ cấp 2,2,8.7,2,A,Đạt
A50019,ML114,Kinh tế chính trị Mác - Lênin,2,8.1,2,B,Đạt
A50019,CS212,Kiến trúc máy tính,3,7.1,2,B,Đạt
A50019,CS123,Lập trình cơ sở 2,2,8.8,3,A,Đạt
A50019,MA110,Giải tích 1,3,7.2,3,B,Đạt
A50019,MI201,Toán rời rạc,3,8.7,3,A,Đạt
A50019,GE121,Tiếng Anh sơ trung cấp 1,2,6.7,3,C,Đạt
A50019,ML115,Chủ nghĩa xã hội khoa học,2,7.7,3,B,Đạt
A50019,NA151,Khoa học môi trường,2,8.3,3,B,Đạt
A50019,CS122,Lập trình hướng đối tượng,3,5.7,4,C,Đạt
A50019,ML202,Tư tưởng Hồ Chí Minh,2,5.3,4,D,Đạt
A50019,GE222,Tiếng Anh sơ trung cấp 2,2,7.7,4,B,Đạt
A50019,MA239,Xác suất thống kê,3,7.6,4,B,Đạt
A50019,IS224,Lập trình khoa học dữ liệu,3,6.6,4,C,Đạt
A50019,AI130,Trí tuệ nhân tạo,3,7.6,4,B,Đạt
A50020,CS100,Tin học đại cương,2,7.9,1,B,Đạt
A50020,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.6,1,B,Đạt
A50020,SH131,Pháp luật đại cương,2,9.1,1,A,Đạt
A50020,ML113,Triết học Mác - Lênin,3,6.2,1,C,Đạt
A50020,GE111,Tiếng Anh sơ cấp 1,2,10.0,1,A,Đạt
A50020,CS121,Lập trình cơ sở 1,3,6.4,2,C,Đạt
A50020,MA120,Đại số tuyến tính,3,10.0,2,A,Đạt
A50020,GE112,Tiếng Anh sơ cấp 2,2,5.8,2,C,Đạt
A50020,ML114,Kinh tế chính trị Mác - Lênin,2,7.7,2,B,Đạt
A50020,CS212,Kiến trúc máy tính,3,8.5,2,A,Đạt
A50020,CS123,Lập trình cơ sở 2,2,6.7,3,C,Đạt
A50020,MA110,Giải tích 1,3,10.0,3,A,Đạt
A50020,MI201,Toán rời rạc,3,10.0,3,A,Đạt
A50020,GE121,Tiếng Anh sơ trung cấp 1,2,6.7,3,C,Đạt
A50020,ML115,Chủ nghĩa xã hội khoa học,2,8.5,3,A,Đạt
A50020,NA151,Khoa học môi trường,2,9.7,3,A,Đạt
A50020,CS122,Lập trình hướng đối tượng,3,6.3,4,C,Đạt
A50020,ML202,Tư tưởng Hồ Chí Minh,2,9.7,4,A,Đạt
A50020,GE222,Tiếng Anh sơ trung cấp 2,2,8.4,4,B,Đạt
A50020,MA239,Xác suất thống kê,3,9.3,4,A,Đạt
A50020,IS224,Lập trình khoa học dữ liệu,3,9.0,4,A,Đạt
A50020,AI130,Trí tuệ nhân tạo,3,9.1,4,A,Đạt
A50021,CS100,Tin học đại cương,2,10.0,1,A,Đạt
A50021,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.4,1,C,Đạt
A50021,SH131,Pháp luật đại cương,2,3.6,1,F,Học lại
A50021,ML113,Triết học Mác - Lênin,3,8.0,1,B,Đạt
A50021,GE111,Tiếng Anh sơ cấp 1,2,6.4,1,C,Đạt
A50021,CS121,Lập trình cơ sở 1,3,6.4,2,C,Đạt
A50021,MA120,Đại số tuyến tính,3,5.0,2,D,Đạt
A50021,GE112,Tiếng Anh sơ cấp 2,2,4.9,2,D,Đạt
A50021,ML114,Kinh tế chính trị Mác - Lênin,2,6.2,2,C,Đạt
A50021,CS212,Kiến trúc máy tính,3,3.8,2,F,Học lại
A50021,CS123,Lập trình cơ sở 2,2,5.3,3,D,Đạt
A50021,MA110,Giải tích 1,3,5.7,3,C,Đạt
A50021,MI201,Toán rời rạc,3,4.8,3,D,Đạt
A50021,GE121,Tiếng Anh sơ trung cấp 1,2,4.5,3,D,Đạt
A50021,ML115,Chủ nghĩa xã hội khoa học,2,3.7,3,F,Học lại
A50021,NA151,Khoa học môi trường,2,5.2,3,D,Đạt
A50021,CS122,Lập trình hướng đối tượng,3,6.3,4,C,Đạt
A50021,ML202,Tư tưởng Hồ Chí Minh,2,4.5,4,D,Đạt
A50021,GE222,Tiếng Anh sơ trung cấp 2,2,7.3,4,B,Đạt
A50021,MA239,Xác suất thống kê,3,5.0,4,D,Đạt
A50021,IS224,Lập trình khoa học dữ liệu,3,5.3,4,D,Đạt
A50021,AI130,Trí tuệ nhân tạo,3,7.2,4,B,Đạt
A50022,CS100,Tin học đại cương,2,3.9,1,F,Học lại
A50022,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,9.1,1,A,Đạt
A50022,SH131,Pháp luật đại cương,2,8.1,1,B,Đạt
A50022,ML113,Triết học Mác - Lênin,3,3.3,1,F,Học lại
A50022,GE111,Tiếng Anh sơ cấp 1,2,6.6,1,C,Đạt
A50022,CS121,Lập trình cơ sở 1,3,4.4,2,D,Đạt
A50022,MA120,Đại số tuyến tính,3,9.1,2,A,Đạt
A50022,GE112,Tiếng Anh sơ cấp 2,2,8.0,2,B,Đạt
A50022,ML114,Kinh tế chính trị Mác - Lênin,2,7.3,2,B,Đạt
A50022,CS212,Kiến trúc máy tính,3,6.6,2,C,Đạt
A50022,CS123,Lập trình cơ sở 2,2,5.7,3,C,Đạt
A50022,MA110,Giải tích 1,3,6.2,3,C,Đạt
A50022,MI201,Toán rời rạc,3,5.9,3,C,Đạt
A50022,GE121,Tiếng Anh sơ trung cấp 1,2,8.1,3,B,Đạt
A50022,ML115,Chủ nghĩa xã hội khoa học,2,6.5,3,C,Đạt
A50022,NA151,Khoa học môi trường,2,5.6,3,C,Đạt
A50022,CS122,Lập trình hướng đối tượng,3,7.1,4,B,Đạt
A50022,ML202,Tư tưởng Hồ Chí Minh,2,9.4,4,A,Đạt
A50022,GE222,Tiếng Anh sơ trung cấp 2,2,6.6,4,C,Đạt
A50022,MA239,Xác suất thống kê,3,5.1,4,D,Đạt
A50022,IS224,Lập trình khoa học dữ liệu,3,2.6,4,F,Học lại
A50022,AI130,Trí tuệ nhân tạo,3,7.8,4,B,Đạt
A50023,CS100,Tin học đại cương,2,8.5,1,A,Đạt
A50023,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,9.2,1,A,Đạt
A50023,SH131,Pháp luật đại cương,2,7.0,1,B,Đạt
A50023,ML113,Triết học Mác - Lênin,3,7.5,1,B,Đạt
A50023,GE111,Tiếng Anh sơ cấp 1,2,7.0,1,B,Đạt
A50023,CS121,Lập trình cơ sở 1,3,7.5,2,B,Đạt
A50023,MA120,Đại số tuyến tính,3,6.6,2,C,Đạt
A50023,ML114,Kinh tế chính trị Mác - Lênin,2,10.0,2,A,Đạt
A50023,CS212,Kiến trúc máy tính,3,8.1,2,B,Đạt
A50023,CS123,Lập trình cơ sở 2,2,10.0,3,A,Đạt
A50023,MA110,Giải tích 1,3,10.0,3,A,Đạt
A50023,MI201,Toán rời rạc,3,6.7,3,C,Đạt
A50023,GE121,Tiếng Anh sơ trung cấp 1,2,8.8,3,A,Đạt
A50023,ML115,Chủ nghĩa xã hội khoa học,2,8.3,3,B,Đạt
A50023,NA151,Khoa học môi trường,2,8.3,3,B,Đạt
A50023,CS122,Lập trình hướng đối tượng,3,7.8,4,B,Đạt
A50023,ML202,Tư tưởng Hồ Chí Minh,2,7.2,4,B,Đạt
A50023,GE222,Tiếng Anh sơ trung cấp 2,2,6.4,4,C,Đạt
A50023,MA239,Xác suất thống kê,3,8.2,4,B,Đạt
A50023,IS224,Lập trình khoa học dữ liệu,3,7.2,4,B,Đạt
A50023,AI130,Trí tuệ nhân tạo,3,9.6,4,A,Đạt
A50024,CS100,Tin học đại cương,2,5.8,1,C,Đạt
A50024,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,4.5,1,D,Đạt
A50024,SH131,Pháp luật đại cương,2,6.8,1,C,Đạt
A50024,ML113,Triết học Mác - Lênin,3,7.9,1,B,Đạt
A50024,GE111,Tiếng Anh sơ cấp 1,2,5.9,1,C,Đạt
A50024,CS121,Lập trình cơ sở 1,3,7.7,2,B,Đạt
A50024,MA120,Đại số tuyến tính,3,8.4,2,B,Đạt
A50024,GE112,Tiếng Anh sơ cấp 2,2,7.6,2,B,Đạt
A50024,ML114,Kinh tế chính trị Mác - Lênin,2,6.7,2,C,Đạt
A50024,CS212,Kiến trúc máy tính,3,6.0,2,C,Đạt
A50024,CS123,Lập trình cơ sở 2,2,6.1,3,C,Đạt
A50024,MA110,Giải tích 1,3,7.6,3,B,Đạt
A50024,MI201,Toán rời rạc,3,7.4,3,B,Đạt
A50024,GE121,Tiếng Anh sơ trung cấp 1,2,6.3,3,C,Đạt
A50024,ML115,Chủ nghĩa xã hội khoa học,2,8.1,3,B,Đạt
A50024,NA151,Khoa học môi trường,2,4.3,3,D,Đạt
A50024,CS122,Lập trình hướng đối tượng,3,5.0,4,D,Đạt
A50024,ML202,Tư tưởng Hồ Chí Minh,2,8.0,4,B,Đạt
A50024,GE222,Tiếng Anh sơ trung cấp 2,2,5.5,4,C,Đạt
A50024,MA239,Xác suất thống kê,3,4.4,4,D,Đạt
A50024,AI130,Trí tuệ nhân tạo,3,7.6,4,B,Đạt
A50025,CS100,Tin học đại cương,2,3.4,1,F,Học lại
A50025,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.4,1,C,Đạt
A50025,SH131,Pháp luật đại cương,2,4.1,1,D,Đạt
A50025,ML113,Triết học Mác - Lênin,3,7.7,1,B,Đạt
A50025,GE111,Tiếng Anh sơ cấp 1,2,7.5,1,B,Đạt
A50025,CS121,Lập trình cơ sở 1,3,5.6,2,C,Đạt
A50025,MA120,Đại số tuyến tính,3,3.0,2,F,Học lại
A50025,GE112,Tiếng Anh sơ cấp 2,2,4.0,2,D,Đạt
A50025,ML114,Kinh tế chính trị Mác - Lênin,2,4.1,2,D,Đạt
A50025,CS212,Kiến trúc máy tính,3,5.5,2,C,Đạt
A50025,CS123,Lập trình cơ sở 2,2,6.3,3,C,Đạt
A50025,MA110,Giải tích 1,3,5.2,3,D,Đạt
A50025,MI201,Toán rời rạc,3,4.1,3,D,Đạt
A50025,GE121,Tiếng Anh sơ trung cấp 1,2,5.8,3,C,Đạt
A50025,ML115,Chủ nghĩa xã hội khoa học,2,5.6,3,C,Đạt
A50025,NA151,Khoa học môi trường,2,5.8,3,C,Đạt
A50025,CS122,Lập trình hướng đối tượng,3,5.5,4,C,Đạt
A50025,ML202,Tư tưởng Hồ Chí Minh,2,3.5,4,F,Học lại
A50025,GE222,Tiếng Anh sơ trung cấp 2,2,6.5,4,C,Đạt
A50025,MA239,Xác suất thống kê,3,4.8,4,D,Đạt
A50025,IS224,Lập trình khoa học dữ liệu,3,5.9,4,C,Đạt
A50025,AI130,Trí tuệ nhân tạo,3,4.1,4,D,Đạt
A50026,CS100,Tin học đại cương,2,8.4,1,B,Đạt
A50026,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.3,1,D,Đạt
A50026,SH131,Pháp luật đại cương,2,7.9,1,B,Đạt
A50026,ML113,Triết học Mác - Lênin,3,6.0,1,C,Đạt
A50026,GE111,Tiếng Anh sơ cấp 1,2,8.0,1,B,Đạt
A50026,CS121,Lập trình cơ sở 1,3,6.2,2,C,Đạt
A50026,MA120,Đại số tuyến tính,3,9.0,2,A,Đạt
A50026,GE112,Tiếng Anh sơ cấp 2,2,8.9,2,A,Đạt
A50026,ML114,Kinh tế chính trị Mác - Lênin,2,7.0,2,B,Đạt
A50026,CS212,Kiến trúc máy tính,3,10.0,2,A,Đạt
A50026,CS123,Lập trình cơ sở 2,2,7.4,3,B,Đạt
A50026,MA110,Giải tích 1,3,5.8,3,C,Đạt
A50026,MI201,Toán rời rạc,3,4.3,3,D,Đạt
A50026,GE121,Tiếng Anh sơ trung cấp 1,2,8.0,3,B,Đạt
A50026,ML115,Chủ nghĩa xã hội khoa học,2,8.4,3,B,Đạt
A50026,NA151,Khoa học môi trường,2,9.7,3,A,Đạt
A50026,CS122,Lập trình hướng đối tượng,3,7.1,4,B,Đạt
A50026,ML202,Tư tưởng Hồ Chí Minh,2,6.5,4,C,Đạt
A50026,GE222,Tiếng Anh sơ trung cấp 2,2,6.8,4,C,Đạt
A50026,MA239,Xác suất thống kê,3,7.0,4,B,Đạt
A50026,IS224,Lập trình khoa học dữ liệu,3,7.5,4,B,Đạt
A50026,AI130,Trí tuệ nhân tạo,3,6.7,4,C,Đạt
A50027,CS100,Tin học đại cương,2,7.7,1,B,Đạt
A50027,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.4,1,C,Đạt
A50027,SH131,Pháp luật đại cương,2,7.8,1,B,Đạt
A50027,ML113,Triết học Mác - Lênin,3,7.1,1,B,Đạt
A50027,GE111,Tiếng Anh sơ cấp 1,2,5.7,1,C,Đạt
A50027,CS121,Lập trình cơ sở 1,3,4.4,2,D,Đạt
A50027,MA120,Đại số tuyến tính,3,3.4,2,F,Học lại
A50027,GE112,Tiếng Anh sơ cấp 2,2,4.7,2,D,Đạt
A50027,ML114,Kinh tế chính trị Mác - Lênin,2,5.4,2,D,Đạt
A50027,CS212,Kiến trúc máy tính,3,4.4,2,D,Đạt
A50027,CS123,Lập trình cơ sở 2,2,3.1,3,F,Học lại
A50027,MA110,Giải tích 1,3,5.0,3,D,Đạt
A50027,MI201,Toán rời rạc,3,3.8,3,F,Học lại
A50027,GE121,Tiếng Anh sơ trung cấp 1,2,4.8,3,D,Đạt
A50027,ML115,Chủ nghĩa xã hội khoa học,2,6.7,3,C,Đạt
A50027,NA151,Khoa học môi trường,2,5.4,3,D,Đạt
A50027,CS122,Lập trình hướng đối tượng,3,4.8,4,D,Đạt
A50027,ML202,Tư tưởng Hồ Chí Minh,2,4.9,4,D,Đạt
A50027,GE222,Tiếng Anh sơ trung cấp 2,2,1.9,4,F,Học lại
A50027,MA239,Xác suất thống kê,3,7.1,4,B,Đạt
A50027,IS224,Lập trình khoa học dữ liệu,3,7.2,4,B,Đạt
A50027,AI130,Trí tuệ nhân tạo,3,4.6,4,D,Đạt
A50028,CS100,Tin học đại cương,2,6.7,1,C,Đạt
A50028,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,8.1,1,B,Đạt
A50028,SH131,Pháp luật đại cương,2,7.6,1,B,Đạt
A50028,ML113,Triết học Mác - Lênin,3,6.3,1,C,Đạt
A50028,GE111,Tiếng Anh sơ cấp 1,2,4.0,1,D,Đạt
A50028,CS121,Lập trình cơ sở 1,3,4.9,2,D,Đạt
A50028,MA120,Đại số tuyến tính,3,3.0,2,F,Học lại
A50028,GE112,Tiếng Anh sơ cấp 2,2,7.7,2,B,Đạt
A50028,ML114,Kinh tế chính trị Mác - Lênin,2,5.8,2,C,Đạt
A50028,CS212,Kiến trúc máy tính,3,7.2,2,B,Đạt
A50028,CS123,Lập trình cơ sở 2,2,6.2,3,C,Đạt
A50028,MA110,Giải tích 1,3,7.9,3,B,Đạt
A50028,MI201,Toán rời rạc,3,8.0,3,B,Đạt
A50028,GE121,Tiếng Anh sơ trung cấp 1,2,5.5,3,C,Đạt
A50028,ML115,Chủ nghĩa xã hội khoa học,2,6.8,3,C,Đạt
A50028,NA151,Khoa học môi trường,2,6.5,3,C,Đạt
A50028,CS122,Lập trình hướng đối tượng,3,6.1,4,C,Đạt
A50028,ML202,Tư tưởng Hồ Chí Minh,2,5.7,4,C,Đạt
A50028,GE222,Tiếng Anh sơ trung cấp 2,2,4.9,4,D,Đạt
A50028,MA239,Xác suất thống kê,3,6.1,4,C,Đạt
A50028,IS224,Lập trình khoa học dữ liệu,3,5.5,4,C,Đạt
A50028,AI130,Trí tuệ nhân tạo,3,7.7,4,B,Đạt
A50029,CS100,Tin học đại cương,2,7.1,1,B,Đạt
A50029,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.5,1,B,Đạt
A50029,SH131,Pháp luật đại cương,2,7.6,1,B,Đạt
A50029,ML113,Triết học Mác - Lênin,3,6.7,1,C,Đạt
A50029,GE111,Tiếng Anh sơ cấp 1,2,8.3,1,B,Đạt
A50029,CS121,Lập trình cơ sở 1,3,8.1,2,B,Đạt
A50029,MA120,Đại số tuyến tính,3,6.5,2,C,Đạt
A50029,GE112,Tiếng Anh sơ cấp 2,2,6.3,2,C,Đạt
A50029,ML114,Kinh tế chính trị Mác - Lênin,2,4.5,2,D,Đạt
A50029,CS212,Kiến trúc máy tính,3,4.7,2,D,Đạt
A50029,CS123,Lập trình cơ sở 2,2,6.9,3,C,Đạt
A50029,MA110,Giải tích 1,3,8.2,3,B,Đạt
A50029,MI201,Toán rời rạc,3,6.8,3,C,Đạt
A50029,GE121,Tiếng Anh sơ trung cấp 1,2,8.5,3,A,Đạt
A50029,ML115,Chủ nghĩa xã hội khoa học,2,5.9,3,C,Đạt
A50029,NA151,Khoa học môi trường,2,5.7,3,C,Đạt
A50029,CS122,Lập trình hướng đối tượng,3,4.4,4,D,Đạt
A50029,GE222,Tiếng Anh sơ trung cấp 2,2,6.0,4,C,Đạt
A50029,MA239,Xác suất thống kê,3,9.1,4,A,Đạt
A50029,IS224,Lập trình khoa học dữ liệu,3,9.5,4,A,Đạt
A50029,AI130,Trí tuệ nhân tạo,3,5.2,4,D,Đạt
A50030,CS100,Tin học đại cương,2,4.6,1,D,Đạt
A50030,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,4.5,1,D,Đạt
A50030,SH131,Pháp luật đại cương,2,7.8,1,B,Đạt
A50030,ML113,Triết học Mác - Lênin,3,5.1,1,D,Đạt
A50030,GE111,Tiếng Anh sơ cấp 1,2,6.5,1,C,Đạt
A50030,CS121,Lập trình cơ sở 1,3,8.0,2,B,Đạt
A50030,MA120,Đại số tuyến tính,3,6.7,2,C,Đạt
A50030,GE112,Tiếng Anh sơ cấp 2,2,6.4,2,C,Đạt
A50030,ML114,Kinh tế chính trị Mác - Lênin,2,4.1,2,D,Đạt
A50030,CS212,Kiến trúc máy tính,3,6.1,2,C,Đạt
A50030,CS123,Lập trình cơ sở 2,2,6.7,3,C,Đạt
A50030,MA110,Giải tích 1,3,6.2,3,C,Đạt
A50030,MI201,Toán rời rạc,3,3.6,3,F,Học lại
A50030,GE121,Tiếng Anh sơ trung cấp 1,2,6.3,3,C,Đạt
A50030,ML115,Chủ nghĩa xã hội khoa học,2,7.2,3,B,Đạt
A50030,NA151,Khoa học môi trường,2,6.7,3,C,Đạt
A50030,CS122,Lập trình hướng đối tượng,3,6.9,4,C,Đạt
A50030,ML202,Tư tưởng Hồ Chí Minh,2,9.4,4,A,Đạt
A50030,GE222,Tiếng Anh sơ trung cấp 2,2,5.1,4,D,Đạt
A50030,MA239,Xác suất thống kê,3,5.2,4,D,Đạt
A50030,IS224,Lập trình khoa học dữ liệu,3,4.4,4,D,Đạt
A50030,AI130,Trí tuệ nhân tạo,3,6.5,4,C,Đạt
A50031,CS100,Tin học đại cương,2,4.2,1,D,Đạt
A50031,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.9,1,C,Đạt
A50031,SH131,Pháp luật đại cương,2,7.6,1,B,Đạt
A50031,ML113,Triết học Mác - Lênin,3,6.1,1,C,Đạt
A50031,GE111,Tiếng Anh sơ cấp 1,2,7.7,1,B,Đạt
A50031,CS121,Lập trình cơ sở 1,3,7.5,2,B,Đạt
A50031,GE112,Tiếng Anh sơ cấp 2,2,6.1,2,C,Đạt
A50031,ML114,Kinh tế chính trị Mác - Lênin,2,6.6,2,C,Đạt
A50031,CS212,Kiến trúc máy tính,3,6.2,2,C,Đạt
A50031,CS123,Lập trình cơ sở 2,2,6.8,3,C,Đạt
A50031,MA110,Giải tích 1,3,7.4,3,B,Đạt
A50031,MI201,Toán rời rạc,3,7.6,3,B,Đạt
A50031,GE121,Tiếng Anh sơ trung cấp 1,2,7.2,3,B,Đạt
A50031,ML115,Chủ nghĩa xã hội khoa học,2,7.9,3,B,Đạt
A50031,NA151,Khoa học môi trường,2,5.6,3,C,Đạt
A50031,CS122,Lập trình hướng đối tượng,3,10.0,4,A,Đạt
A50031,ML202,Tư tưởng Hồ Chí Minh,2,5.7,4,C,Đạt
A50031,GE222,Tiếng Anh sơ trung cấp 2,2,5.2,4,D,Đạt
A50031,MA239,Xác suất thống kê,3,9.0,4,A,Đạt
A50031,IS224,Lập trình khoa học dữ liệu,3,8.1,4,B,Đạt
A50031,AI130,Trí tuệ nhân tạo,3,5.8,4,C,Đạt
A50032,CS100,Tin học đại cương,2,7.1,1,B,Đạt
A50032,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,4.9,1,D,Đạt
A50032,SH131,Pháp luật đại cương,2,4.1,1,D,Đạt
A50032,ML113,Triết học Mác - Lênin,3,5.3,1,D,Đạt
A50032,GE111,Tiếng Anh sơ cấp 1,2,5.1,1,D,Đạt
A50032,CS121,Lập trình cơ sở 1,3,6.9,2,C,Đạt
A50032,MA120,Đại số tuyến tính,3,5.8,2,C,Đạt
A50032,GE112,Tiếng Anh sơ cấp 2,2,9.9,2,A,Đạt
A50032,ML114,Kinh tế chính trị Mác - Lênin,2,5.7,2,C,Đạt
A50032,CS212,Kiến trúc máy tính,3,4.2,2,D,Đạt
A50032,CS123,Lập trình cơ sở 2,2,6.6,3,C,Đạt
A50032,MA110,Giải tích 1,3,7.4,3,B,Đạt
A50032,MI201,Toán rời rạc,3,7.2,3,B,Đạt
A50032,GE121,Tiếng Anh sơ trung cấp 1,2,5.6,3,C,Đạt
A50032,ML115,Chủ nghĩa xã hội khoa học,2,4.1,3,D,Đạt
A50032,NA151,Khoa học môi trường,2,5.6,3,C,Đạt
A50032,CS122,Lập trình hướng đối tượng,3,7.7,4,B,Đạt
A50032,ML202,Tư tưởng Hồ Chí Minh,2,6.7,4,C,Đạt
A50032,GE222,Tiếng Anh sơ trung cấp 2,2,4.7,4,D,Đạt
A50032,MA239,Xác suất thống kê,3,4.6,4,D,Đạt
A50032,IS224,Lập trình khoa học dữ liệu,3,6.5,4,C,Đạt
A50032,AI130,Trí tuệ nhân tạo,3,7.9,4,B,Đạt
A50033,CS100,Tin học đại cương,2,8.9,1,A,Đạt
A50033,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,10.0,1,A,Đạt
A50033,SH131,Pháp luật đại cương,2,7.6,1,B,Đạt
A50033,ML113,Triết học Mác - Lênin,3,7.4,1,B,Đạt
A50033,GE111,Tiếng Anh sơ cấp 1,2,8.5,1,A,Đạt
A50033,CS121,Lập trình cơ sở 1,3,8.4,2,B,Đạt
A50033,MA120,Đại số tuyến tính,3,8.5,2,A,Đạt
A50033,GE112,Tiếng Anh sơ cấp 2,2,8.8,2,A,Đạt
A50033,ML114,Kinh tế chính trị Mác - Lênin,2,9.8,2,A,Đạt
A50033,CS212,Kiến trúc máy tính,3,10.0,2,A,Đạt
A50033,CS123,Lập trình cơ sở 2,2,8.3,3,B,Đạt
A50033,MA110,Giải tích 1,3,8.1,3,B,Đạt
A50033,MI201,Toán rời rạc,3,10.0,3,A,Đạt
A50033,GE121,Tiếng Anh sơ trung cấp 1,2,6.7,3,C,Đạt
A50033,ML115,Chủ nghĩa xã hội khoa học,2,6.8,3,C,Đạt
A50033,NA151,Khoa học môi trường,2,8.1,3,B,Đạt
A50033,CS122,Lập trình hướng đối tượng,3,6.1,4,C,Đạt
A50033,ML202,Tư tưởng Hồ Chí Minh,2,6.3,4,C,Đạt
A50033,GE222,Tiếng Anh sơ trung cấp 2,2,9.9,4,A,Đạt
A50033,MA239,Xác suất thống kê,3,8.2,4,B,Đạt
A50033,IS224,Lập trình khoa học dữ liệu,3,7.5,4,B,Đạt
A50033,AI130,Trí tuệ nhân tạo,3,9.3,4,A,Đạt
A50034,CS100,Tin học đại cương,2,5.2,1,D,Đạt
A50034,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,9.1,1,A,Đạt
A50034,SH131,Pháp luật đại cương,2,5.9,1,C,Đạt
A50034,ML113,Triết học Mác - Lênin,3,7.0,1,B,Đạt
A50034,GE111,Tiếng Anh sơ cấp 1,2,6.5,1,C,Đạt
A50034,CS121,Lập trình cơ sở 1,3,5.2,2,D,Đạt
A50034,MA120,Đại số tuyến tính,3,6.8,2,C,Đạt
A50034,GE112,Tiếng Anh sơ cấp 2,2,7.9,2,B,Đạt
A50034,ML114,Kinh tế chính trị Mác - Lênin,2,6.4,2,C,Đạt
A50034,CS212,Kiến trúc máy tính,3,2.9,2,F,Học lại
A50034,MI201,Toán rời rạc,3,6.6,3,C,Đạt
A50034,GE121,Tiếng Anh sơ trung cấp 1,2,5.0,3,D,Đạt
A50034,ML115,Chủ nghĩa xã hội khoa học,2,9.1,3,A,Đạt
A50034,NA151,Khoa học môi trường,2,6.7,3,C,Đạt
A50034,CS122,Lập trình hướng đối tượng,3,6.8,4,C,Đạt
A50034,ML202,Tư tưởng Hồ Chí Minh,2,7.7,4,B,Đạt
A50034,GE222,Tiếng Anh sơ trung cấp 2,2,8.3,4,B,Đạt
A50034,MA239,Xác suất thống kê,3,6.1,4,C,Đạt
A50034,IS224,Lập trình khoa học dữ liệu,3,4.6,4,D,Đạt
A50034,AI130,Trí tuệ nhân tạo,3,5.1,4,D,Đạt
A50035,CS100,Tin học đại cương,2,7.8,1,B,Đạt
A50035,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,4.3,1,D,Đạt
A50035,SH131,Pháp luật đại cương,2,5.2,1,D,Đạt
A50035,ML113,Triết học Mác - Lênin,3,6.1,1,C,Đạt
A50035,GE111,Tiếng Anh sơ cấp 1,2,7.6,1,B,Đạt
A50035,CS121,Lập trình cơ sở 1,3,6.6,2,C,Đạt
A50035,MA120,Đại số tuyến tính,3,10.0,2,A,Đạt
A50035,GE112,Tiếng Anh sơ cấp 2,2,7.6,2,B,Đạt
A50035,ML114,Kinh tế chính trị Mác - Lênin,2,5.2,2,D,Đạt
A50035,CS212,Kiến trúc máy tính,3,6.0,2,C,Đạt
